      0.00000000e+00      -7.93460685e+01       6.40000000e+01       0.00000000e+00
      1.00000000e-03      -7.93460685e+01       6.40000000e+01       9.68132027e-05
      2.00000000e-03      -7.93460685e+01       6.40000000e+01       1.93626524e-04
      3.00000000e-03      -7.93460685e+01       6.40000000e+01       2.90440084e-04
      4.00000000e-03      -7.93460685e+01       6.40000000e+01       3.87254002e-04
      5.00000000e-03      -7.93460685e+01       6.40000000e+01       4.84068395e-04
      6.00000000e-03      -7.93460685e+01       6.40000000e+01       5.80883384e-04
      7.00000000e-03      -7.93460685e+01       6.40000000e+01       6.77699088e-04
      8.00000000e-03      -7.93460685e+01       6.40000000e+01       7.74515625e-04
      9.00000000e-03      -7.93460685e+01       6.40000000e+01       8.71333115e-04
      1.00000000e-02      -7.93460685e+01       6.40000000e+01       9.68151677e-04
      1.10000000e-02      -7.93460685e+01       6.40000000e+01       1.06497143e-03
      1.20000000e-02      -7.93460685e+01       6.40000000e+01       1.16179249e-03
      1.30000000e-02      -7.93460685e+01       6.40000000e+01       1.25861498e-03
      1.40000000e-02      -7.93460685e+01       6.40000000e+01       1.35543902e-03
      1.50000000e-02      -7.93460685e+01       6.40000000e+01       1.45226473e-03
      1.60000000e-02      -7.93460685e+01       6.40000000e+01       1.54909222e-03
      1.70000000e-02      -7.93460685e+01       6.40000000e+01       1.64592162e-03
      1.80000000e-02      -7.93460685e+01       6.40000000e+01       1.74275304e-03
      1.90000000e-02      -7.93460685e+01       6.40000000e+01       1.83958660e-03
      2.00000000e-02      -7.93460685e+01       6.40000000e+01       1.93642243e-03
      2.10000000e-02      -7.93460685e+01       6.40000000e+01       2.03326063e-03
      2.20000000e-02      -7.93460685e+01       6.40000000e+01       2.13010134e-03
      2.30000000e-02      -7.93460685e+01       6.40000000e+01       2.22694466e-03
      2.40000000e-02      -7.93460685e+01       6.40000000e+01       2.32379072e-03
      2.50000000e-02      -7.93460685e+01       6.40000000e+01       2.42063964e-03
      2.60000000e-02      -7.93460685e+01       6.40000000e+01       2.51749153e-03
