      0.00000000e+00      -7.93460685e+01       6.40000000e+01       0.00000000e+00
      1.00000000e-03      -7.93460685e+01       6.40000000e+01       2.07964243e-04
      2.00000000e-03      -7.93460685e+01       6.40000000e+01       4.15928283e-04
      3.00000000e-03      -7.93460685e+01       6.40000000e+01       6.23891918e-04
      4.00000000e-03      -7.93460685e+01       6.40000000e+01       8.31854947e-04
      5.00000000e-03      -7.93460685e+01       6.40000000e+01       1.03981717e-03
      6.00000000e-03      -7.93460685e+01       6.40000000e+01       1.24777837e-03
      7.00000000e-03      -7.93460685e+01       6.40000000e+01       1.45573836e-03
      8.00000000e-03      -7.93460685e+01       6.40000000e+01       1.66369694e-03
      9.00000000e-03      -7.93460685e+01       6.40000000e+01       1.87165390e-03
      1.00000000e-02      -7.93460685e+01       6.40000000e+01       2.07960903e-03
      1.10000000e-02      -7.93460685e+01       6.40000000e+01       2.28756214e-03
      1.20000000e-02      -7.93460685e+01       6.40000000e+01       2.49551303e-03
      1.30000000e-02      -7.93460685e+01       6.40000000e+01       2.70346149e-03
      1.40000000e-02      -7.93460685e+01       6.40000000e+01       2.91140731e-03
      1.50000000e-02      -7.93460685e+01       6.40000000e+01       3.11935031e-03
      1.60000000e-02      -7.93460685e+01       6.40000000e+01       3.32729026e-03
      1.70000000e-02      -7.93460685e+01       6.40000000e+01       3.53522698e-03
      1.80000000e-02      -7.93460685e+01       6.40000000e+01       3.74316026e-03
      1.90000000e-02      -7.93460685e+01       6.40000000e+01       3.95108990e-03
      2.00000000e-02      -7.93460685e+01       6.40000000e+01       4.15901569e-03
      2.10000000e-02      -7.93460685e+01       6.40000000e+01       4.36693744e-03
      2.20000000e-02      -7.93460685e+01       6.40000000e+01       4.57485493e-03
      2.30000000e-02      -7.93460685e+01       6.40000000e+01       4.78276798e-03
      2.40000000e-02      -7.93460685e+01       6.40000000e+01       4.99067637e-03
      2.50000000e-02      -7.93460685e+01       6.40000000e+01       5.19857990e-03
      2.60000000e-02      -7.93460685e+01       6.40000000e+01       5.40647838e-03
      2.70000000e-02      -7.93460685e+01       6.40000000e+01       5.61437160e-03
      2.80000000e-02      -7.93460685e+01       6.40000000e+01       5.82225935e-03
      2.90000000e-02      -7.93460685e+01       6.40000000e+01       6.03014144e-03
      3.00000000e-02      -7.93460685e+01       6.40000000e+01       6.23801766e-03
      3.10000000e-02      -7.93460685e+01       6.40000000e+01       6.44588782e-03
      3.20000000e-02      -7.93460685e+01       6.40000000e+01       6.65375170e-03
      3.30000000e-02      -7.93460685e+01       6.40000000e+01       6.86160911e-03
      3.40000000e-02      -7.93460685e+01       6.40000000e+01       7.06945984e-03
      3.50000000e-02      -7.93460685e+01       6.40000000e+01       7.27730370e-03
      3.60000000e-02      -7.93460685e+01       6.40000000e+01       7.48514048e-03
      3.70000000e-02      -7.93460685e+01       6.40000000e+01       7.69296997e-03
      3.80000000e-02      -7.93460685e+01       6.40000000e+01       7.90079198e-03
      3.90000000e-02      -7.93460685e+01       6.40000000e+01       8.10860631e-03
